"","steps","date","interval","hour","minute"
"2622",0,"2012-10-10",225,2,25
"2623",0,"2012-10-10",230,2,30
"2624",0,"2012-10-10",235,2,35
"2625",0,"2012-10-10",240,2,40
"2626",0,"2012-10-10",245,2,45
"2627",0,"2012-10-10",250,2,50
"2628",0,"2012-10-10",255,2,55
"2629",0,"2012-10-10",300,3,0
"2630",0,"2012-10-10",305,3,5
"2631",0,"2012-10-10",310,3,10
"2632",0,"2012-10-10",315,3,15
"2633",0,"2012-10-10",320,3,20
"2634",0,"2012-10-10",325,3,25
"2635",0,"2012-10-10",330,3,30
"2636",0,"2012-10-10",335,3,35
"2637",0,"2012-10-10",340,3,40
"2638",0,"2012-10-10",345,3,45
"2639",0,"2012-10-10",350,3,50
"2640",0,"2012-10-10",355,3,55
"2641",0,"2012-10-10",400,4,0
"2642",0,"2012-10-10",405,4,5
"2643",0,"2012-10-10",410,4,10
"2644",0,"2012-10-10",415,4,15
"2645",0,"2012-10-10",420,4,20
"2646",0,"2012-10-10",425,4,25
"2647",0,"2012-10-10",430,4,30
"2648",0,"2012-10-10",435,4,35
"2649",0,"2012-10-10",440,4,40
"2650",0,"2012-10-10",445,4,45
"2651",0,"2012-10-10",450,4,50
"2652",0,"2012-10-10",455,4,55
"2653",0,"2012-10-10",500,5,0
"2654",34,"2012-10-10",505,5,5
"2655",0,"2012-10-10",510,5,10
"2656",0,"2012-10-10",515,5,15
"2657",0,"2012-10-10",520,5,20
"2658",0,"2012-10-10",525,5,25
"2659",0,"2012-10-10",530,5,30
"2660",0,"2012-10-10",535,5,35
"2661",0,"2012-10-10",540,5,40
"2662",0,"2012-10-10",545,5,45
"2663",0,"2012-10-10",550,5,50
"2664",0,"2012-10-10",555,5,55
"2665",0,"2012-10-10",600,6,0
"2666",7,"2012-10-10",605,6,5
"2667",9,"2012-10-10",610,6,10
"2668",36,"2012-10-10",615,6,15
"2669",0,"2012-10-10",620,6,20
"2670",47,"2012-10-10",625,6,25
"2671",67,"2012-10-10",630,6,30
"2672",0,"2012-10-10",635,6,35
"2673",49,"2012-10-10",640,6,40
"2674",23,"2012-10-10",645,6,45
"2675",15,"2012-10-10",650,6,50
"2676",29,"2012-10-10",655,6,55
"2677",42,"2012-10-10",700,7,0
"2678",49,"2012-10-10",705,7,5
"2679",92,"2012-10-10",710,7,10
"2680",28,"2012-10-10",715,7,15
"2681",33,"2012-10-10",720,7,20
"2682",63,"2012-10-10",725,7,25
"2683",97,"2012-10-10",730,7,30
"2684",90,"2012-10-10",735,7,35
"2685",101,"2012-10-10",740,7,40
"2686",55,"2012-10-10",745,7,45
"2687",75,"2012-10-10",750,7,50
"2688",40,"2012-10-10",755,7,55
"2689",47,"2012-10-10",800,8,0
"2690",22,"2012-10-10",805,8,5
"2691",61,"2012-10-10",810,8,10
"2692",0,"2012-10-10",815,8,15
"2693",0,"2012-10-10",820,8,20
"2694",0,"2012-10-10",825,8,25
"2695",0,"2012-10-10",830,8,30
"2696",0,"2012-10-10",835,8,35
"2697",0,"2012-10-10",840,8,40
"2698",60,"2012-10-10",845,8,45
"2699",54,"2012-10-10",850,8,50
"2700",16,"2012-10-10",855,8,55
"2701",135,"2012-10-10",900,9,0
"2702",61,"2012-10-10",905,9,5
"2703",69,"2012-10-10",910,9,10
"2704",32,"2012-10-10",915,9,15
"2705",0,"2012-10-10",920,9,20
"2706",0,"2012-10-10",925,9,25
"2707",17,"2012-10-10",930,9,30
"2708",0,"2012-10-10",935,9,35
"2709",0,"2012-10-10",940,9,40
"2710",69,"2012-10-10",945,9,45
"2711",0,"2012-10-10",950,9,50
"2712",20,"2012-10-10",955,9,55
"2713",400,"2012-10-10",1000,10,0
"2714",105,"2012-10-10",1005,10,5
"2715",292,"2012-10-10",1010,10,10
"2716",291,"2012-10-10",1015,10,15
"2717",30,"2012-10-10",1020,10,20
"2718",0,"2012-10-10",1025,10,25
"2719",0,"2012-10-10",1030,10,30
"2720",40,"2012-10-10",1035,10,35
"2721",38,"2012-10-10",1040,10,40
"2722",0,"2012-10-10",1045,10,45
"2723",0,"2012-10-10",1050,10,50
"2724",0,"2012-10-10",1055,10,55
"2725",0,"2012-10-10",1100,11,0
"2726",0,"2012-10-10",1105,11,5
"2727",0,"2012-10-10",1110,11,10
"2728",72,"2012-10-10",1115,11,15
"2729",37,"2012-10-10",1120,11,20
"2730",0,"2012-10-10",1125,11,25
"2731",0,"2012-10-10",1130,11,30
"2732",25,"2012-10-10",1135,11,35
"2733",17,"2012-10-10",1140,11,40
"2734",0,"2012-10-10",1145,11,45
"2735",0,"2012-10-10",1150,11,50
"2736",88,"2012-10-10",1155,11,55
"2737",7,"2012-10-10",1200,12,0
"2738",413,"2012-10-10",1205,12,5
"2739",326,"2012-10-10",1210,12,10
"2740",93,"2012-10-10",1215,12,15
"2741",334,"2012-10-10",1220,12,20
"2742",317,"2012-10-10",1225,12,25
"2743",0,"2012-10-10",1230,12,30
"2744",0,"2012-10-10",1235,12,35
"2745",0,"2012-10-10",1240,12,40
"2746",0,"2012-10-10",1245,12,45
"2747",68,"2012-10-10",1250,12,50
"2748",129,"2012-10-10",1255,12,55
"2749",0,"2012-10-10",1300,13,0
"2750",0,"2012-10-10",1305,13,5
"2751",0,"2012-10-10",1310,13,10
"2752",0,"2012-10-10",1315,13,15
"2753",0,"2012-10-10",1320,13,20
"2754",0,"2012-10-10",1325,13,25
"2755",0,"2012-10-10",1330,13,30
"2756",0,"2012-10-10",1335,13,35
"2757",0,"2012-10-10",1340,13,40
"2758",0,"2012-10-10",1345,13,45
"2759",0,"2012-10-10",1350,13,50
"2760",0,"2012-10-10",1355,13,55
"2761",0,"2012-10-10",1400,14,0
"2762",0,"2012-10-10",1405,14,5
"2763",103,"2012-10-10",1410,14,10
"2764",119,"2012-10-10",1415,14,15
"2765",0,"2012-10-10",1420,14,20
"2766",0,"2012-10-10",1425,14,25
"2767",0,"2012-10-10",1430,14,30
"2768",70,"2012-10-10",1435,14,35
"2769",125,"2012-10-10",1440,14,40
"2770",0,"2012-10-10",1445,14,45
"2771",0,"2012-10-10",1450,14,50
"2772",0,"2012-10-10",1455,14,55
"2773",0,"2012-10-10",1500,15,0
"2774",0,"2012-10-10",1505,15,5
"2775",0,"2012-10-10",1510,15,10
"2776",0,"2012-10-10",1515,15,15
"2777",0,"2012-10-10",1520,15,20
"2778",0,"2012-10-10",1525,15,25
"2779",176,"2012-10-10",1530,15,30
"2780",71,"2012-10-10",1535,15,35
"2781",43,"2012-10-10",1540,15,40
"2782",340,"2012-10-10",1545,15,45
"2783",7,"2012-10-10",1550,15,50
"2784",13,"2012-10-10",1555,15,55
"2785",15,"2012-10-10",1600,16,0
"2786",0,"2012-10-10",1605,16,5
"2787",0,"2012-10-10",1610,16,10
"2788",0,"2012-10-10",1615,16,15
"2789",0,"2012-10-10",1620,16,20
"2790",0,"2012-10-10",1625,16,25
"2791",0,"2012-10-10",1630,16,30
"2792",0,"2012-10-10",1635,16,35
"2793",0,"2012-10-10",1640,16,40
"2794",0,"2012-10-10",1645,16,45
"2795",0,"2012-10-10",1650,16,50
"2796",15,"2012-10-10",1655,16,55
"2797",50,"2012-10-10",1700,17,0
"2798",271,"2012-10-10",1705,17,5
"2799",106,"2012-10-10",1710,17,10
"2800",272,"2012-10-10",1715,17,15
"2801",308,"2012-10-10",1720,17,20
"2802",0,"2012-10-10",1725,17,25
"2803",0,"2012-10-10",1730,17,30
"2804",111,"2012-10-10",1735,17,35
"2805",281,"2012-10-10",1740,17,40
"2806",11,"2012-10-10",1745,17,45
"2807",139,"2012-10-10",1750,17,50
"2808",36,"2012-10-10",1755,17,55
"2809",0,"2012-10-10",1800,18,0
"2810",0,"2012-10-10",1805,18,5
"2811",0,"2012-10-10",1810,18,10
"2812",0,"2012-10-10",1815,18,15
"2813",0,"2012-10-10",1820,18,20
"2814",0,"2012-10-10",1825,18,25
"2815",58,"2012-10-10",1830,18,30
"2816",63,"2012-10-10",1835,18,35
"2817",260,"2012-10-10",1840,18,40
"2818",82,"2012-10-10",1845,18,45
"2819",310,"2012-10-10",1850,18,50
"2820",0,"2012-10-10",1855,18,55
"2821",0,"2012-10-10",1900,19,0
"2822",0,"2012-10-10",1905,19,5
"2823",8,"2012-10-10",1910,19,10
"2824",12,"2012-10-10",1915,19,15
"2825",364,"2012-10-10",1920,19,20
"2826",219,"2012-10-10",1925,19,25
"2827",0,"2012-10-10",1930,19,30
"2828",0,"2012-10-10",1935,19,35
"2829",0,"2012-10-10",1940,19,40
"2830",174,"2012-10-10",1945,19,45
"2831",205,"2012-10-10",1950,19,50
"2832",12,"2012-10-10",1955,19,55
"2833",0,"2012-10-10",2000,20,0
"2834",0,"2012-10-10",2005,20,5
"2835",11,"2012-10-10",2010,20,10
"2836",17,"2012-10-10",2015,20,15
"2837",0,"2012-10-10",2020,20,20
"2838",0,"2012-10-10",2025,20,25
"2839",37,"2012-10-10",2030,20,30
"2840",0,"2012-10-10",2035,20,35
"2841",0,"2012-10-10",2040,20,40
"2842",105,"2012-10-10",2045,20,45
"2843",34,"2012-10-10",2050,20,50
"2844",0,"2012-10-10",2055,20,55
"2845",152,"2012-10-10",2100,21,0
"2846",0,"2012-10-10",2105,21,5
"2847",0,"2012-10-10",2110,21,10
"2848",0,"2012-10-10",2115,21,15
"2849",0,"2012-10-10",2120,21,20
"2850",0,"2012-10-10",2125,21,25
"2851",0,"2012-10-10",2130,21,30
"2852",0,"2012-10-10",2135,21,35
"2853",0,"2012-10-10",2140,21,40
"2854",0,"2012-10-10",2145,21,45
"2855",0,"2012-10-10",2150,21,50
"2856",0,"2012-10-10",2155,21,55
"2857",0,"2012-10-10",2200,22,0
"2858",0,"2012-10-10",2205,22,5
"2859",0,"2012-10-10",2210,22,10
"2860",112,"2012-10-10",2215,22,15
"2861",23,"2012-10-10",2220,22,20
"2862",12,"2012-10-10",2225,22,25
"2863",8,"2012-10-10",2230,22,30
"2864",0,"2012-10-10",2235,22,35
"2865",0,"2012-10-10",2240,22,40
"2866",0,"2012-10-10",2245,22,45
"2867",0,"2012-10-10",2250,22,50
"2868",0,"2012-10-10",2255,22,55
"2869",7,"2012-10-10",2300,23,0
"2870",0,"2012-10-10",2305,23,5
"2871",0,"2012-10-10",2310,23,10
"2872",0,"2012-10-10",2315,23,15
"2873",0,"2012-10-10",2320,23,20
"2874",0,"2012-10-10",2325,23,25
"2875",0,"2012-10-10",2330,23,30
"2876",0,"2012-10-10",2335,23,35
"2877",0,"2012-10-10",2340,23,40
"2878",0,"2012-10-10",2345,23,45
"2879",8,"2012-10-10",2350,23,50
"2880",0,"2012-10-10",2355,23,55
"2881",0,"2012-10-11",0,0,0
"2882",0,"2012-10-11",5,0,5
"2883",0,"2012-10-11",10,0,10
"2884",8,"2012-10-11",15,0,15
"2885",0,"2012-10-11",20,0,20
"2886",0,"2012-10-11",25,0,25
"2887",0,"2012-10-11",30,0,30
"2888",0,"2012-10-11",35,0,35
"2889",0,"2012-10-11",40,0,40
"2890",0,"2012-10-11",45,0,45
"2891",0,"2012-10-11",50,0,50
"2892",0,"2012-10-11",55,0,55
"2893",0,"2012-10-11",100,1,0
"2894",0,"2012-10-11",105,1,5
"2895",8,"2012-10-11",110,1,10
"2896",0,"2012-10-11",115,1,15
"2897",0,"2012-10-11",120,1,20
"2898",0,"2012-10-11",125,1,25
"2899",0,"2012-10-11",130,1,30
"2900",0,"2012-10-11",135,1,35
"2901",0,"2012-10-11",140,1,40
"2902",0,"2012-10-11",145,1,45
"2903",0,"2012-10-11",150,1,50
"2904",0,"2012-10-11",155,1,55
"2905",0,"2012-10-11",200,2,0
"2906",0,"2012-10-11",205,2,5
"2907",0,"2012-10-11",210,2,10
"2908",0,"2012-10-11",215,2,15
"2909",0,"2012-10-11",220,2,20
"2910",0,"2012-10-11",225,2,25
"2911",0,"2012-10-11",230,2,30
"2912",0,"2012-10-11",235,2,35
"2913",0,"2012-10-11",240,2,40
"2914",0,"2012-10-11",245,2,45
"2915",0,"2012-10-11",250,2,50
"2916",0,"2012-10-11",255,2,55
"2917",0,"2012-10-11",300,3,0
"2918",0,"2012-10-11",305,3,5
"2919",0,"2012-10-11",310,3,10
"2920",0,"2012-10-11",315,3,15
"2921",0,"2012-10-11",320,3,20
"2922",0,"2012-10-11",325,3,25
"2923",0,"2012-10-11",330,3,30
"2924",0,"2012-10-11",335,3,35
"2925",0,"2012-10-11",340,3,40
"2926",0,"2012-10-11",345,3,45
"2927",0,"2012-10-11",350,3,50
"2928",0,"2012-10-11",355,3,55
"2929",0,"2012-10-11",400,4,0
"2930",0,"2012-10-11",405,4,5
"2931",0,"2012-10-11",410,4,10
"2932",0,"2012-10-11",415,4,15
"2933",0,"2012-10-11",420,4,20
"2934",0,"2012-10-11",425,4,25
"2935",0,"2012-10-11",430,4,30
"2936",0,"2012-10-11",435,4,35
"2937",139,"2012-10-11",440,4,40
"2938",15,"2012-10-11",445,4,45
"2939",0,"2012-10-11",450,4,50
"2940",0,"2012-10-11",455,4,55
"2941",0,"2012-10-11",500,5,0
"2942",0,"2012-10-11",505,5,5
"2943",0,"2012-10-11",510,5,10
"2944",0,"2012-10-11",515,5,15
"2945",0,"2012-10-11",520,5,20
"2946",0,"2012-10-11",525,5,25
"2947",0,"2012-10-11",530,5,30
"2948",0,"2012-10-11",535,5,35
"2949",0,"2012-10-11",540,5,40
"2950",0,"2012-10-11",545,5,45
"2951",0,"2012-10-11",550,5,50
"2952",11,"2012-10-11",555,5,55
"2953",0,"2012-10-11",600,6,0
"2954",10,"2012-10-11",605,6,5
"2955",40,"2012-10-11",610,6,10
"2956",0,"2012-10-11",615,6,15
"2957",0,"2012-10-11",620,6,20
"2958",32,"2012-10-11",625,6,25
"2959",34,"2012-10-11",630,6,30
"2960",105,"2012-10-11",635,6,35
"2961",33,"2012-10-11",640,6,40
"2962",8,"2012-10-11",645,6,45
"2963",16,"2012-10-11",650,6,50
"2964",18,"2012-10-11",655,6,55
"2965",0,"2012-10-11",700,7,0
"2966",9,"2012-10-11",705,7,5
"2967",0,"2012-10-11",710,7,10
"2968",0,"2012-10-11",715,7,15
"2969",27,"2012-10-11",720,7,20
"2970",22,"2012-10-11",725,7,25
"2971",0,"2012-10-11",730,7,30
"2972",50,"2012-10-11",735,7,35
"2973",0,"2012-10-11",740,7,40
"2974",0,"2012-10-11",745,7,45
"2975",0,"2012-10-11",750,7,50
"2976",23,"2012-10-11",755,7,55
"2977",43,"2012-10-11",800,8,0
"2978",70,"2012-10-11",805,8,5
"2979",619,"2012-10-11",810,8,10
"2980",743,"2012-10-11",815,8,15
"2981",446,"2012-10-11",820,8,20
"2982",748,"2012-10-11",825,8,25
"2983",424,"2012-10-11",830,8,30
"2984",747,"2012-10-11",835,8,35
"2985",739,"2012-10-11",840,8,40
"2986",741,"2012-10-11",845,8,45
"2987",726,"2012-10-11",850,8,50
"2988",166,"2012-10-11",855,8,55
"2989",548,"2012-10-11",900,9,0
"2990",343,"2012-10-11",905,9,5
"2991",13,"2012-10-11",910,9,10
"2992",26,"2012-10-11",915,9,15
"2993",64,"2012-10-11",920,9,20
"2994",0,"2012-10-11",925,9,25
"2995",0,"2012-10-11",930,9,30
"2996",0,"2012-10-11",935,9,35
"2997",0,"2012-10-11",940,9,40
"2998",0,"2012-10-11",945,9,45
"2999",0,"2012-10-11",950,9,50
"3000",0,"2012-10-11",955,9,55
"3001",0,"2012-10-11",1000,10,0
"3002",0,"2012-10-11",1005,10,5
"3003",0,"2012-10-11",1010,10,10
"3004",0,"2012-10-11",1015,10,15
"3005",0,"2012-10-11",1020,10,20
"3006",0,"2012-10-11",1025,10,25
"3007",0,"2012-10-11",1030,10,30
"3008",0,"2012-10-11",1035,10,35
"3009",0,"2012-10-11",1040,10,40
"3010",0,"2012-10-11",1045,10,45
"3011",0,"2012-10-11",1050,10,50
"3012",0,"2012-10-11",1055,10,55
"3013",0,"2012-10-11",1100,11,0
"3014",0,"2012-10-11",1105,11,5
"3015",0,"2012-10-11",1110,11,10
"3016",0,"2012-10-11",1115,11,15
"3017",0,"2012-10-11",1120,11,20
"3018",7,"2012-10-11",1125,11,25
"3019",46,"2012-10-11",1130,11,30
"3020",0,"2012-10-11",1135,11,35
"3021",0,"2012-10-11",1140,11,40
"3022",0,"2012-10-11",1145,11,45
"3023",0,"2012-10-11",1150,11,50
"3024",0,"2012-10-11",1155,11,55
"3025",0,"2012-10-11",1200,12,0
"3026",0,"2012-10-11",1205,12,5
"3027",0,"2012-10-11",1210,12,10
"3028",31,"2012-10-11",1215,12,15
"3029",45,"2012-10-11",1220,12,20
"3030",0,"2012-10-11",1225,12,25
"3031",0,"2012-10-11",1230,12,30
"3032",0,"2012-10-11",1235,12,35
"3033",0,"2012-10-11",1240,12,40
"3034",0,"2012-10-11",1245,12,45
"3035",0,"2012-10-11",1250,12,50
"3036",0,"2012-10-11",1255,12,55
"3037",0,"2012-10-11",1300,13,0
"3038",0,"2012-10-11",1305,13,5
"3039",0,"2012-10-11",1310,13,10
"3040",0,"2012-10-11",1315,13,15
"3041",0,"2012-10-11",1320,13,20
"3042",0,"2012-10-11",1325,13,25
"3043",0,"2012-10-11",1330,13,30
"3044",0,"2012-10-11",1335,13,35
"3045",0,"2012-10-11",1340,13,40
"3046",0,"2012-10-11",1345,13,45
"3047",0,"2012-10-11",1350,13,50
"3048",0,"2012-10-11",1355,13,55
"3049",0,"2012-10-11",1400,14,0
"3050",0,"2012-10-11",1405,14,5
"3051",0,"2012-10-11",1410,14,10
"3052",0,"2012-10-11",1415,14,15
"3053",0,"2012-10-11",1420,14,20
"3054",0,"2012-10-11",1425,14,25
"3055",22,"2012-10-11",1430,14,30
"3056",27,"2012-10-11",1435,14,35
"3057",0,"2012-10-11",1440,14,40
"3058",0,"2012-10-11",1445,14,45
"3059",0,"2012-10-11",1450,14,50
"3060",0,"2012-10-11",1455,14,55
"3061",0,"2012-10-11",1500,15,0
"3062",0,"2012-10-11",1505,15,5
"3063",0,"2012-10-11",1510,15,10
"3064",0,"2012-10-11",1515,15,15
"3065",0,"2012-10-11",1520,15,20
"3066",0,"2012-10-11",1525,15,25
"3067",75,"2012-10-11",1530,15,30
"3068",119,"2012-10-11",1535,15,35
"3069",395,"2012-10-11",1540,15,40
"3070",78,"2012-10-11",1545,15,45
"3071",292,"2012-10-11",1550,15,50
"3072",416,"2012-10-11",1555,15,55
"3073",35,"2012-10-11",1600,16,0
"3074",0,"2012-10-11",1605,16,5
"3075",0,"2012-10-11",1610,16,10
"3076",27,"2012-10-11",1615,16,15
"3077",32,"2012-10-11",1620,16,20
"3078",0,"2012-10-11",1625,16,25
"3079",0,"2012-10-11",1630,16,30
"3080",0,"2012-10-11",1635,16,35
"3081",0,"2012-10-11",1640,16,40
"3082",0,"2012-10-11",1645,16,45
"3083",49,"2012-10-11",1650,16,50
"3084",57,"2012-10-11",1655,16,55
"3085",34,"2012-10-11",1700,17,0
"3086",0,"2012-10-11",1705,17,5
"3087",0,"2012-10-11",1710,17,10
"3088",0,"2012-10-11",1715,17,15
"3089",0,"2012-10-11",1720,17,20
"3090",0,"2012-10-11",1725,17,25
"3091",39,"2012-10-11",1730,17,30
"3092",30,"2012-10-11",1735,17,35
"3093",9,"2012-10-11",1740,17,40
"3094",41,"2012-10-11",1745,17,45
"3095",7,"2012-10-11",1750,17,50
"3096",0,"2012-10-11",1755,17,55
"3097",0,"2012-10-11",1800,18,0
"3098",40,"2012-10-11",1805,18,5
"3099",22,"2012-10-11",1810,18,10
"3100",31,"2012-10-11",1815,18,15
"3101",19,"2012-10-11",1820,18,20
"3102",0,"2012-10-11",1825,18,25
"3103",8,"2012-10-11",1830,18,30
"3104",22,"2012-10-11",1835,18,35
"3105",62,"2012-10-11",1840,18,40
"3106",60,"2012-10-11",1845,18,45
"3107",0,"2012-10-11",1850,18,50
"3108",0,"2012-10-11",1855,18,55
"3109",0,"2012-10-11",1900,19,0
"3110",0,"2012-10-11",1905,19,5
"3111",0,"2012-10-11",1910,19,10
"3112",0,"2012-10-11",1915,19,15
"3113",0,"2012-10-11",1920,19,20
"3114",0,"2012-10-11",1925,19,25
"3115",0,"2012-10-11",1930,19,30
"3116",0,"2012-10-11",1935,19,35
"3117",0,"2012-10-11",1940,19,40
"3118",0,"2012-10-11",1945,19,45
"3119",0,"2012-10-11",1950,19,50
"3120",0,"2012-10-11",1955,19,55
"3121",0,"2012-10-11",2000,20,0
"3122",0,"2012-10-11",2005,20,5
"3123",0,"2012-10-11",2010,20,10
"3124",0,"2012-10-11",2015,20,15
"3125",0,"2012-10-11",2020,20,20
"3126",0,"2012-10-11",2025,20,25
"3127",0,"2012-10-11",2030,20,30
"3128",0,"2012-10-11",2035,20,35
"3129",0,"2012-10-11",2040,20,40
"3130",0,"2012-10-11",2045,20,45
"3131",0,"2012-10-11",2050,20,50
"3132",0,"2012-10-11",2055,20,55
"3133",0,"2012-10-11",2100,21,0
"3134",0,"2012-10-11",2105,21,5
"3135",95,"2012-10-11",2110,21,10
"3136",0,"2012-10-11",2115,21,15
"3137",91,"2012-10-11",2120,21,20
"3138",50,"2012-10-11",2125,21,25
"3139",31,"2012-10-11",2130,21,30
"3140",0,"2012-10-11",2135,21,35
"3141",0,"2012-10-11",2140,21,40
"3142",0,"2012-10-11",2145,21,45
"3143",20,"2012-10-11",2150,21,50
"3144",11,"2012-10-11",2155,21,55
"3145",0,"2012-10-11",2200,22,0
"3146",0,"2012-10-11",2205,22,5
"3147",0,"2012-10-11",2210,22,10
"3148",0,"2012-10-11",2215,22,15
"3149",0,"2012-10-11",2220,22,20
"3150",0,"2012-10-11",2225,22,25
"3151",0,"2012-10-11",2230,22,30
"3152",0,"2012-10-11",2235,22,35
"3153",0,"2012-10-11",2240,22,40
"3154",0,"2012-10-11",2245,22,45
"3155",0,"2012-10-11",2250,22,50
"3156",0,"2012-10-11",2255,22,55
"3157",11,"2012-10-11",2300,23,0
"3158",0,"2012-10-11",2305,23,5
"3159",0,"2012-10-11",2310,23,10
"3160",0,"2012-10-11",2315,23,15
"3161",0,"2012-10-11",2320,23,20
"3162",4,"2012-10-11",2325,23,25
"3163",0,"2012-10-11",2330,23,30
"3164",0,"2012-10-11",2335,23,35
"3165",0,"2012-10-11",2340,23,40
"3166",0,"2012-10-11",2345,23,45
"3167",0,"2012-10-11",2350,23,50
"3168",0,"2012-10-11",2355,23,55
"3169",0,"2012-10-12",0,0,0
"3170",0,"2012-10-12",5,0,5
"3171",0,"2012-10-12",10,0,10
"3172",0,"2012-10-12",15,0,15
"3173",0,"2012-10-12",20,0,20
"3174",0,"2012-10-12",25,0,25
"3175",0,"2012-10-12",30,0,30
"3176",0,"2012-10-12",35,0,35
"3177",0,"2012-10-12",40,0,40
"3178",0,"2012-10-12",45,0,45
"3179",0,"2012-10-12",50,0,50
"3180",0,"2012-10-12",55,0,55
"3181",0,"2012-10-12",100,1,0
"3182",0,"2012-10-12",105,1,5
"3183",0,"2012-10-12",110,1,10
"3184",0,"2012-10-12",115,1,15
"3185",0,"2012-10-12",120,1,20
"3186",0,"2012-10-12",125,1,25
"3187",38,"2012-10-12",130,1,30
"3188",0,"2012-10-12",135,1,35
"3189",0,"2012-10-12",140,1,40
"3190",0,"2012-10-12",145,1,45
"3191",0,"2012-10-12",150,1,50
"3192",0,"2012-10-12",155,1,55
"3193",0,"2012-10-12",200,2,0
"3194",0,"2012-10-12",205,2,5
"3195",0,"2012-10-12",210,2,10
"3196",0,"2012-10-12",215,2,15
"3197",0,"2012-10-12",220,2,20
"3198",0,"2012-10-12",225,2,25
"3199",0,"2012-10-12",230,2,30
"3200",0,"2012-10-12",235,2,35
"3201",0,"2012-10-12",240,2,40
"3202",0,"2012-10-12",245,2,45
"3203",7,"2012-10-12",250,2,50
"3204",0,"2012-10-12",255,2,55
"3205",0,"2012-10-12",300,3,0
"3206",0,"2012-10-12",305,3,5
"3207",0,"2012-10-12",310,3,10
"3208",0,"2012-10-12",315,3,15
"3209",0,"2012-10-12",320,3,20
"3210",0,"2012-10-12",325,3,25
"3211",0,"2012-10-12",330,3,30
"3212",0,"2012-10-12",335,3,35
"3213",0,"2012-10-12",340,3,40
"3214",0,"2012-10-12",345,3,45
"3215",0,"2012-10-12",350,3,50
"3216",0,"2012-10-12",355,3,55
"3217",0,"2012-10-12",400,4,0
"3218",0,"2012-10-12",405,4,5
"3219",0,"2012-10-12",410,4,10
"3220",0,"2012-10-12",415,4,15
"3221",0,"2012-10-12",420,4,20
"3222",0,"2012-10-12",425,4,25
"3223",48,"2012-10-12",430,4,30
"3224",0,"2012-10-12",435,4,35
"3225",0,"2012-10-12",440,4,40
"3226",0,"2012-10-12",445,4,45
"3227",0,"2012-10-12",450,4,50
"3228",0,"2012-10-12",455,4,55
"3229",0,"2012-10-12",500,5,0
"3230",0,"2012-10-12",505,5,5
"3231",0,"2012-10-12",510,5,10
"3232",0,"2012-10-12",515,5,15
"3233",0,"2012-10-12",520,5,20
"3234",0,"2012-10-12",525,5,25
"3235",0,"2012-10-12",530,5,30
"3236",0,"2012-10-12",535,5,35
"3237",30,"2012-10-12",540,5,40
"3238",92,"2012-10-12",545,5,45
"3239",0,"2012-10-12",550,5,50
"3240",11,"2012-10-12",555,5,55
"3241",0,"2012-10-12",600,6,0
"3242",10,"2012-10-12",605,6,5
"3243",19,"2012-10-12",610,6,10
"3244",111,"2012-10-12",615,6,15
"3245",38,"2012-10-12",620,6,20
"3246",16,"2012-10-12",625,6,25
"3247",29,"2012-10-12",630,6,30
"3248",9,"2012-10-12",635,6,35
"3249",45,"2012-10-12",640,6,40
"3250",35,"2012-10-12",645,6,45
"3251",53,"2012-10-12",650,6,50
"3252",43,"2012-10-12",655,6,55
"3253",8,"2012-10-12",700,7,0
"3254",40,"2012-10-12",705,7,5
"3255",0,"2012-10-12",710,7,10
"3256",32,"2012-10-12",715,7,15
"3257",57,"2012-10-12",720,7,20
"3258",35,"2012-10-12",725,7,25
"3259",117,"2012-10-12",730,7,30
"3260",117,"2012-10-12",735,7,35
"3261",25,"2012-10-12",740,7,40
"3262",95,"2012-10-12",745,7,45
"3263",29,"2012-10-12",750,7,50
"3264",141,"2012-10-12",755,7,55
"3265",51,"2012-10-12",800,8,0
"3266",123,"2012-10-12",805,8,5
"3267",440,"2012-10-12",810,8,10
"3268",687,"2012-10-12",815,8,15
"3269",614,"2012-10-12",820,8,20
"3270",474,"2012-10-12",825,8,25
"3271",750,"2012-10-12",830,8,30
"3272",742,"2012-10-12",835,8,35
"3273",770,"2012-10-12",840,8,40
"3274",735,"2012-10-12",845,8,45
"3275",746,"2012-10-12",850,8,50
"3276",748,"2012-10-12",855,8,55
"3277",802,"2012-10-12",900,9,0
"3278",280,"2012-10-12",905,9,5
"3279",31,"2012-10-12",910,9,10
"3280",0,"2012-10-12",915,9,15
"3281",0,"2012-10-12",920,9,20
"3282",0,"2012-10-12",925,9,25
"3283",0,"2012-10-12",930,9,30
"3284",0,"2012-10-12",935,9,35
"3285",0,"2012-10-12",940,9,40
"3286",7,"2012-10-12",945,9,45
"3287",92,"2012-10-12",950,9,50
"3288",0,"2012-10-12",955,9,55
"3289",0,"2012-10-12",1000,10,0
"3290",0,"2012-10-12",1005,10,5
"3291",0,"2012-10-12",1010,10,10
"3292",0,"2012-10-12",1015,10,15
"3293",46,"2012-10-12",1020,10,20
"3294",7,"2012-10-12",1025,10,25
"3295",0,"2012-10-12",1030,10,30
"3296",328,"2012-10-12",1035,10,35
"3297",156,"2012-10-12",1040,10,40
"3298",0,"2012-10-12",1045,10,45
"3299",0,"2012-10-12",1050,10,50
"3300",0,"2012-10-12",1055,10,55
"3301",129,"2012-10-12",1100,11,0
"3302",339,"2012-10-12",1105,11,5
